Date,Time,SystemSetting,SystemMode,CalendarEvent,ProgramMode,CoolSetTemp,HeatSetTemp,CurrentTemp,CurrentHumidity,OutdoorTemp,WindSpeed,CoolStage1,HeatStage1,Fan,DMOffset,ThermostatTemperature,ThermostatHumidity,ThermostatMotion,Haiti,Haiti2
2016-02-22,23:00:00,heat,heatStage1On,,Home,78,73,72.9,30,29.3,7,0,45,90,,75.6,30,1,69.4,0,
2016-02-22,23:05:00,heat,heatOff,,Home,78,73,73,30,29.3,7,0,0,0,,75.2,30,1,69.4,0,
2016-02-22,23:10:00,heat,heatOff,,Home,78,73,73,30,29.3,7,0,0,0,,74.5,30,1,69.4,0,
2016-02-22,23:15:00,heat,heatOff,,Home,78,73,73.1,31,29.3,7,0,0,0,,74.1,31,0,69.2,0,
2016-02-22,23:20:00,heat,heatOff,,Home,78,73,73.4,32,29.3,7,0,0,0,,73.8,32,0,69,0,
2016-02-22,23:25:00,heat,heatOff,,Home,78.7,70.9,73.5,32,29.3,7,0,0,0,,73.5,32,0,69,0,
2016-02-22,23:30:00,heat,heatOff,,Sleep,80,67,73.3,32,29.3,7,0,0,0,,73.3,32,1,68.8,0,
2016-02-22,23:35:00,heat,heatOff,,Sleep,80,67,73.1,32,29.3,7,0,0,0,,73.1,32,0,68.8,0,
2016-02-22,23:40:00,heat,heatOff,,Sleep,80,67,72.9,32,29.3,7,0,0,0,,72.9,32,0,68.6,0,
2016-02-22,23:45:00,heat,heatOff,,Sleep,80,67,72.6,33,29.3,7,0,0,0,,72.6,33,1,68.6,0,
2016-02-22,23:50:00,heat,heatOff,,Sleep,80,67,72.4,33,29.3,7,0,0,0,,72.4,33,0,68.4,0,
2016-02-22,23:55:00,heat,heatOff,,Sleep,80,67,72.3,33,29.3,7,0,0,0,,72.3,33,0,68.3,0,
2016-02-23,00:00:00,heat,heatOff,,Sleep,80,67,72.2,33,28.7,7,0,0,0,,72.2,33,0,68.3,0,
2016-02-23,00:05:00,heat,heatOff,,Sleep,80,67,72.2,33,28.7,7,0,0,0,,72.2,33,0,68.2,0,
2016-02-23,00:10:00,heat,heatOff,,Sleep,80,67,72.1,33,28.7,7,0,0,0,,72.1,33,0,68.1,0,
2016-02-23,00:15:00,heat,heatOff,,Sleep,80,67,71.7,33,28.7,7,0,0,0,,71.9,33,0,68,0,
2016-02-23,00:20:00,heat,heatOff,,Sleep,80,67,70.9,33,28.7,7,0,0,0,,71.6,33,0,67.9,0,
2016-02-23,00:25:00,heat,heatOff,,Sleep,80,67,70.4,34,28.7,7,0,0,0,,71.4,34,0,67.8,0,
2016-02-23,00:30:00,heat,heatOff,,Sleep,80,67,70,34,29.3,10,0,0,0,,71.2,34,0,67.7,0,
2016-02-23,00:35:00,heat,heatOff,,Sleep,80,67,69.6,34,29.3,10,0,0,0,,71,34,0,67.6,0,
2016-02-23,00:40:00,heat,heatOff,,Sleep,80,67,69.3,34,29.3,10,0,0,0,,71,34,0,67.6,0,
2016-02-23,00:45:00,heat,heatOff,,Sleep,80,67,69.2,34,29.3,10,0,0,0,,70.9,34,0,67.6,0,
2016-02-23,00:50:00,heat,heatOff,,Sleep,80,67,69.2,34,29.3,10,0,0,0,,70.8,34,0,67.6,0,
2016-02-23,00:55:00,heat,heatOff,,Sleep,80,67,69.1,34,29.3,10,0,0,0,,70.7,34,0,67.5,0,
2016-02-23,01:00:00,heat,heatOff,,Sleep,80,67,69,34,29,11,0,0,0,,70.6,34,0,67.4,0,
2016-02-23,01:05:00,heat,heatOff,,Sleep,80,67,68.8,34,29,11,0,0,0,,70.4,34,0,67.3,0,
2016-02-23,01:10:00,heat,heatOff,,Sleep,80,67,68.7,34,29,11,0,0,0,,70.2,34,0,67.2,0,
2016-02-23,01:15:00,heat,heatOff,,Sleep,80,67,68.5,34,29,11,0,0,0,,70,34,0,67.1,0,
2016-02-23,01:20:00,heat,heatOff,,Sleep,80,67,68.4,34,29,11,0,0,0,,69.9,34,0,67,0,
2016-02-23,01:25:00,heat,heatOff,,Sleep,80,67,68.3,34,29,11,0,0,0,,69.9,34,0,66.9,0,
2016-02-23,01:30:00,heat,heatOff,,Sleep,80,67,68.4,34,28.7,13,0,0,0,,70,34,0,66.8,0,
2016-02-23,01:35:00,heat,heatOff,,Sleep,80,67,68.4,34,28.7,13,0,0,0,,70,34,0,66.8,0,
2016-02-23,01:40:00,heat,heatOff,,Sleep,80,67,68.4,33,28.7,13,0,0,0,,70,33,0,66.8,0,
2016-02-23,01:45:00,heat,heatOff,,Sleep,80,67,68.3,33,28.7,13,0,0,0,,69.9,33,0,66.8,0,
2016-02-23,01:50:00,heat,heatOff,,Sleep,80,67,68.1,34,28.7,13,0,0,0,,69.6,34,0,66.7,0,
2016-02-23,01:55:00,heat,heatOff,,Sleep,80,67,67.9,34,28.7,13,0,0,0,,69.3,34,0,66.5,0,
2016-02-23,02:00:00,heat,heatOff,,Sleep,80,67,67.8,34,28.2,13,0,0,0,,69.1,34,0,66.5,0,
2016-02-23,02:05:00,heat,heatOff,,Sleep,80,67,67.7,34,28.2,13,0,0,0,,69,34,0,66.5,0,
2016-02-23,02:10:00,heat,heatOff,,Sleep,80,67,67.8,34,28.2,13,0,0,0,,69.2,34,0,66.5,0,
2016-02-23,02:15:00,heat,heatOff,,Sleep,80,67,67.9,34,28.2,13,0,0,0,,69.3,34,0,66.5,0,
2016-02-23,02:20:00,heat,heatOff,,Sleep,80,67,67.8,34,28.2,13,0,0,0,,69.3,34,0,66.3,0,
2016-02-23,02:25:00,heat,heatOff,,Sleep,80,67,67.8,34,28.2,13,0,0,0,,69.3,34,0,66.3,0,
2016-02-23,02:30:00,heat,heatOff,,Sleep,80,67,67.6,34,27.2,10,0,0,0,,69.2,34,0,66.1,0,
2016-02-23,02:35:00,heat,heatOff,,Sleep,80,67,67.6,34,27.2,10,0,0,0,,69.2,34,0,66.1,0,
2016-02-23,02:40:00,heat,heatOff,,Sleep,80,67,67.5,34,27.2,10,0,0,0,,69.1,34,0,66.1,0,
2016-02-23,02:45:00,heat,heatOff,,Sleep,80,67,67.4,34,27.2,10,0,0,0,,68.8,34,0,66.1,0,
2016-02-23,02:50:00,heat,heatOff,,Sleep,80,67,67.2,34,27.2,10,0,0,0,,68.5,34,0,66.1,0,
2016-02-23,02:55:00,heat,heatOff,,Sleep,80,67,67,34,27.2,10,0,0,0,,68.2,34,0,65.9,0,
2016-02-23,03:00:00,heat,heatOff,,Sleep,80,67,66.9,34,27,10,0,0,0,,68,34,0,65.9,0,
2016-02-23,03:05:00,heat,heatOff,,Sleep,80,67,66.9,34,27,10,0,0,0,,68,34,0,65.8,0,
2016-02-23,03:10:00,heat,heatOff,,Sleep,80,67,66.9,34,27,10,0,0,0,,68.1,34,0,65.8,0,
2016-02-23,03:15:00,heat,heatOff,,Sleep,80,67,66.9,34,27,10,0,0,0,,68.1,34,0,65.8,0,
2016-02-23,03:20:00,heat,heatOff,,Sleep,80,67,66.9,34,27,10,0,0,0,,68.1,34,0,65.8,0,
2016-02-23,03:25:00,heat,heatOff,,Sleep,80,67,66.8,34,27,10,0,0,0,,68,34,0,65.6,0,
2016-02-23,03:30:00,heat,heatOff,,Sleep,80,67,66.6,34,26.5,10,0,0,0,,67.8,34,0,65.6,0,
2016-02-23,03:35:00,heat,heatOff,,Sleep,80,67,66.5,34,26.5,10,0,105,105,,67.5,34,0,65.5,0,
2016-02-23,03:40:00,heat,heatStage1On,,Sleep,80,67,66.5,34,26.5,10,0,300,300,,67.7,34,0,65.4,0,
2016-02-23,03:45:00,heat,heatStage1On,,Sleep,80,67,66.9,33,26.5,10,0,15,60,,68.4,33,0,65.4,0,
2016-02-23,03:50:00,heat,heatOff,,Sleep,80,67,67.1,33,26.5,10,0,0,0,,68.6,33,0,65.6,0,
2016-02-23,03:55:00,heat,heatOff,,Sleep,80,67,66.8,34,26.5,10,0,0,0,,68.1,34,0,65.6,0,
2016-02-23,04:00:00,heat,heatOff,,Sleep,80,67,66.8,34,26.2,10,0,0,0,,68,34,0,65.6,0,
2016-02-23,04:05:00,heat,heatOff,,Sleep,80,67,66.7,34,26.2,10,0,0,0,,68,34,0,65.5,0,
2016-02-23,04:10:00,heat,heatOff,,Sleep,80,67,66.6,34,26.2,10,0,0,0,,67.9,34,0,65.4,0,
2016-02-23,04:15:00,heat,heatOff,,Sleep,80,67,66.5,34,26.2,10,0,45,45,,67.8,34,0,65.4,0,
2016-02-23,04:20:00,heat,heatStage1On,,Sleep,80,67,66.5,34,26.2,10,0,300,300,,67.6,34,0,65.4,0,
2016-02-23,04:25:00,heat,heatStage1On,,Sleep,80,67,66.7,33,26.2,10,0,150,195,,68.1,33,0,65.4,0,
2016-02-23,04:30:00,heat,heatOff,,Sleep,80,67,67,33,26.3,9,0,0,0,,68.6,33,0,65.4,0,
2016-02-23,04:35:00,heat,heatOff,,Sleep,80,67,66.9,33,26.3,9,0,0,0,,68.2,33,0,65.6,0,
2016-02-23,04:40:00,heat,heatOff,,Sleep,80,67,66.6,34,26.3,9,0,60,60,,67.7,34,0,65.5,0,
2016-02-23,04:45:00,heat,heatStage1On,,Sleep,80,67,66.5,33,26.3,9,0,300,300,,67.7,33,0,65.4,0,
2016-02-23,04:50:00,heat,heatStage1On,,Sleep,80,67,66.8,33,26.3,9,0,60,105,,68.3,33,0,65.4,0,
2016-02-23,04:55:00,heat,heatOff,,Sleep,80,67,67,33,26.3,9,0,0,0,,68.6,33,0,65.6,0,
2016-02-23,05:00:00,heat,heatOff,,Sleep,80,67,66.9,33,26.5,8,0,0,0,,68.3,33,0,65.6,0,
2016-02-23,05:05:00,heat,heatOff,,Sleep,80,67,66.8,34,26.5,8,0,0,0,,68,34,0,65.6,0,
2016-02-23,05:10:00,heat,heatOff,,Sleep,80,67,66.6,34,26.5,8,0,0,0,,67.8,34,0,65.6,0,
2016-02-23,05:15:00,heat,heatOff,,Sleep,80,67,66.5,34,26.5,8,0,240,240,,67.5,34,0,65.5,0,
2016-02-23,05:20:00,heat,heatStage1On,,Sleep,80,67,66.6,33,26.5,8,0,240,285,,67.9,33,0,65.4,0,
2016-02-23,05:25:00,heat,heatOff,,Sleep,80,67,66.9,33,26.5,8,0,0,0,,68.5,33,0,65.4,0,
2016-02-23,05:30:00,heat,heatOff,,Sleep,80,67,67,33,27.2,10,0,0,0,,68.5,33,0,65.6,0,
2016-02-23,05:35:00,heat,heatOff,,Sleep,80,67,66.7,33,27.2,10,0,0,0,,67.9,33,0,65.6,0,
2016-02-23,05:40:00,heat,heatOff,,Sleep,80,67,66.5,34,27.2,10,0,150,150,,67.5,34,0,65.6,0,
2016-02-23,05:45:00,heat,heatStage1On,,Sleep,80,67,66.6,33,27.2,10,0,225,270,,67.7,33,0,65.6,0,
2016-02-23,05:50:00,heat,heatOff,,Sleep,80,67,66.9,33,27.2,10,0,0,0,,68.4,33,0,65.6,0,
2016-02-23,05:55:00,heat,heatOff,,Sleep,80,67,67,33,27.2,10,0,0,0,,68.3,33,0,65.7,0,
2016-02-23,06:00:00,heat,heatOff,,Sleep,80,67,66.8,34,26.8,10,0,0,0,,68,34,0,65.6,0,
2016-02-23,06:05:00,heat,heatOff,,Sleep,80,67,66.6,34,26.8,10,0,0,0,,67.8,34,0,65.6,0,
2016-02-23,06:10:00,heat,heatOff,,Sleep,80,67,66.4,34,26.8,10,0,210,210,,67.5,34,0,65.4,0,
2016-02-23,06:15:00,heat,heatStage1On,,Sleep,80,67,66.5,33,26.8,10,0,270,300,,67.8,33,0,65.4,0,
2016-02-23,06:20:00,heat,heatOff,,Sleep,80,67,67,33,26.8,10,0,0,15,,68.5,33,0,65.5,0,
2016-02-23,06:25:00,heat,heatOff,,Sleep,80,67,67.1,33,26.8,10,0,0,0,,68.5,33,0,65.7,0,
2016-02-23,06:30:00,heat,heatOff,,Sleep,80,67,66.7,33,27.2,9,0,0,0,,67.9,33,0,65.6,0,
2016-02-23,06:35:00,heat,heatOff,,Sleep,80,67,66.5,34,27.2,9,0,135,135,,67.5,34,0,65.6,0,
2016-02-23,06:40:00,,,,,,,,,27.2,9,,,,,,,,,,
2016-02-23,06:45:00,,,,,,,,,27.2,9,,,,,,,,,,
2016-02-23,06:50:00,heat,heatOff,,Sleep,80,67,67.9,31,27.2,9,0,0,0,,69.8,31,0,65.8,0,
2016-02-23,06:55:00,heat,heatOff,,Sleep,80,67,67.6,32,27.2,9,0,0,0,,69.3,32,0,66,0,
2016-02-23,07:00:00,heat,heatOff,,Sleep,80,67,67.2,32,26.9,9,0,225,225,,68.6,32,0,65.9,0,
2016-02-23,07:05:00,,,,,,,,,26.9,9,,,,,,,,,,
2016-02-23,07:10:00,,,,,,,,,26.9,9,,,,,,,,,,
2016-02-23,07:15:00,,,,,,,,,26.9,9,,,,,,,,,,
2016-02-23,07:20:00,,,,,,,,,26.9,9,,,,,,,,,,
2016-02-23,07:25:00,,,,,,,,,26.9,9,,,,,,,,,,
2016-02-23,07:30:00,,,,,,,,,27.3,9,,,,,,,,,,
2016-02-23,07:35:00,,,,,,,,,27.3,9,,,,,,,,,,
2016-02-23,07:40:00,,,,,,,,,27.3,9,,,,,,,,,,
2016-02-23,07:45:00,,,,,,,,,27.3,9,,,,,,,,,,
2016-02-23,07:50:00,,,,,,,,,27.3,9,,,,,,,,,,
2016-02-23,07:55:00,,,,,,,,,27.3,9,,,,,,,,,,
2016-02-23,08:00:00,,,,,,,,,27.3,9,,,,,,,,,,
2016-02-23,08:05:00,,,,,,,,,27.3,9,,,,,,,,,,
2016-02-23,08:10:00,,,,,,,,,27.3,9,,,,,,,,,,
2016-02-23,08:15:00,,,,,,,,,27.3,9,,,,,,,,,,
2016-02-23,08:20:00,,,,,,,,,27.3,9,,,,,,,,,,
2016-02-23,08:25:00,,,,,,,,,27.3,9,,,,,,,,,,
2016-02-23,08:30:00,,,,,,,,,27.7,15,,,,,,,,,,
2016-02-23,08:35:00,,,,,,,,,27.7,15,,,,,,,,,,
2016-02-23,08:40:00,,,,,,,,,27.7,15,,,,,,,,,,
2016-02-23,08:45:00,,,,,,,,,27.7,15,,,,,,,,,,
2016-02-23,08:50:00,,,,,,,,,27.7,15,,,,,,,,,,
2016-02-23,08:55:00,,,,,,,,,27.7,15,,,,,,,,,,
2016-02-23,09:00:00,,,,,,,,,27.6,12,,,,,,,,,,
2016-02-23,09:05:00,,,,,,,,,27.6,12,,,,,,,,,,
2016-02-23,09:10:00,,,,,,,,,27.6,12,,,,,,,,,,
2016-02-23,09:15:00,,,,,,,,,27.6,12,,,,,,,,,,
2016-02-23,09:20:00,,,,,,,,,27.6,12,,,,,,,,,,
2016-02-23,09:25:00,,,,,,,,,27.6,12,,,,,,,,,,
2016-02-23,09:30:00,,,,,,,,,27.6,12,,,,,,,,,,
2016-02-23,09:35:00,,,,,,,,,27.6,12,,,,,,,,,,
2016-02-23,09:40:00,,,,,,,,,27.6,12,,,,,,,,,,
2016-02-23,09:45:00,,,,,,,,,27.6,12,,,,,,,,,,
2016-02-23,09:50:00,,,,,,,,,27.6,12,,,,,,,,,,
2016-02-23,09:55:00,,,,,,,,,27.6,12,,,,,,,,,,
2016-02-23,10:00:00,,,,,,,,,29.5,14,,,,,,,,,,
2016-02-23,10:05:00,,,,,,,,,29.5,14,,,,,,,,,,
2016-02-23,10:10:00,,,,,,,,,29.5,14,,,,,,,,,,
2016-02-23,10:15:00,,,,,,,,,29.5,14,,,,,,,,,,
2016-02-23,10:20:00,,,,,,,,,29.5,14,,,,,,,,,,
2016-02-23,10:25:00,,,,,,,,,29.5,14,,,,,,,,,,
2016-02-23,10:30:00,,,,,,,,,29.5,14,,,,,,,,,,
2016-02-23,10:35:00,,,,,,,,,29.5,14,,,,,,,,,,
2016-02-23,10:40:00,,,,,,,,,29.5,14,,,,,,,,,,
2016-02-23,10:45:00,,,,,,,,,29.5,14,,,,,,,,,,
2016-02-23,10:50:00,,,,,,,,,29.5,14,,,,,,,,,,
2016-02-23,10:55:00,,,,,,,,,29.5,14,,,,,,,,,,
2016-02-23,11:00:00,,,,,,,,,29.9,14,,,,,,,,,,
2016-02-23,11:05:00,,,,,,,,,29.9,14,,,,,,,,,,
2016-02-23,11:10:00,,,,,,,,,29.9,14,,,,,,,,,,
2016-02-23,11:15:00,,,,,,,,,29.9,14,,,,,,,,,,
2016-02-23,11:20:00,,,,,,,,,29.9,14,,,,,,,,,,
2016-02-23,11:25:00,,,,,,,,,29.9,14,,,,,,,,,,
2016-02-23,11:30:00,,,,,,,,,30.9,11,,,,,,,,,,
2016-02-23,11:35:00,,,,,,,,,30.9,11,,,,,,,,,,
2016-02-23,11:40:00,,,,,,,,,30.9,11,,,,,,,,,,
2016-02-23,11:45:00,,,,,,,,,30.9,11,,,,,,,,,,
2016-02-23,11:50:00,heat,heatOff,,Home,78,73,75.6,28,30.9,11,0,0,0,,76.2,28,1,69.5,0,
2016-02-23,11:55:00,heat,heatOff,,Home,78,73,72.9,29,30.9,11,0,0,0,,75.6,29,0,69.5,0,
2016-02-23,12:00:00,heat,heatOff,,Home,78,73,72.9,29,31.5,11,0,0,0,,74.9,29,0,69.4,0,
2016-02-23,12:05:00,heat,heatOff,,Home,78,73,72.9,30,31.5,11,0,0,0,,74.4,30,0,69.4,0,
2016-02-23,12:10:00,heat,heatOff,,Home,78,73,73.1,31,31.5,11,0,0,0,,74.1,31,0,69.3,0,
2016-02-23,12:15:00,heat,heatOff,,Home,78,73,73.5,31,31.5,11,0,0,0,,73.9,31,0,69,0,
2016-02-23,12:20:00,,,,,,,,,31.5,11,,,,,,,,,,
2016-02-23,12:25:00,,,,,,,,,31.5,11,,,,,,,,,,
2016-02-23,12:30:00,,,,,,,,,32.7,11,,,,,,,,,,
2016-02-23,12:35:00,,,,,,,,,32.7,11,,,,,,,,,,
2016-02-23,12:40:00,,,,,,,,,32.7,11,,,,,,,,,,
2016-02-23,12:45:00,,,,,,,,,32.7,11,,,,,,,,,,
2016-02-23,12:50:00,,,,,,,,,32.7,11,,,,,,,,,,
2016-02-23,12:55:00,,,,,,,,,32.7,11,,,,,,,,,,
2016-02-23,13:00:00,,,,,,,,,33.1,11,,,,,,,,,,
2016-02-23,13:05:00,,,,,,,,,33.1,11,,,,,,,,,,
2016-02-23,13:10:00,,,,,,,,,33.1,11,,,,,,,,,,
2016-02-23,13:15:00,,,,,,,,,33.1,11,,,,,,,,,,
2016-02-23,13:20:00,,,,,,,,,33.1,11,,,,,,,,,,
2016-02-23,13:25:00,,,,,,,,,33.1,11,,,,,,,,,,
2016-02-23,13:30:00,,,,,,,,,34,7,,,,,,,,,,
2016-02-23,13:35:00,,,,,,,,,34,7,,,,,,,,,,
2016-02-23,13:40:00,heat,heatOff,,Home,78,73,75.4,28,34,7,0,0,0,,76.2,28,0,69.5,0,
2016-02-23,13:45:00,heat,heatOff,,Home,78,73,72.6,28,34,7,0,90,90,,75.7,28,0,69.5,0,
2016-02-23,13:50:00,heat,heatStage1On,,Home,78,73,72.4,29,34,7,0,300,300,,75.3,29,0,69.4,0,
2016-02-23,13:55:00,heat,heatOff,,Home,78,73,73.6,28,34,7,0,0,0,,76.4,28,0,69.5,0,
2016-02-23,14:00:00,heat,heatOff,,Home,78,73,72.8,29,34.6,7,0,0,0,,76.1,29,0,69.6,0,
2016-02-23,14:05:00,heat,heatOff,,Home,78,73,72.5,29,34.6,7,0,195,195,,75.5,29,0,69.5,0,
2016-02-23,14:10:00,,,,,,,,,34.6,7,,,,,,,,,,
2016-02-23,14:15:00,heat,heatOff,,Home,78,73,75.8,28,34.6,7,0,0,0,,76.6,28,0,69.7,0,
2016-02-23,14:20:00,heat,heatOff,,Home,78,73,72.8,28,34.6,7,0,0,0,,76,28,0,69.6,0,
2016-02-23,14:25:00,heat,heatOff,,Home,78,73,72.4,29,34.6,7,0,240,240,,75.4,29,0,69.5,0,
2016-02-23,14:30:00,,,,,,,,,36.2,15,,,,,,,,,,
2016-02-23,14:35:00,heat,heatOff,,Home,78,73,75.5,28,36.2,15,0,0,0,,76.7,28,1,69.7,0,
2016-02-23,14:40:00,heat,heatOff,,Home,78,73,73.3,28,36.2,15,0,0,0,,76.2,28,0,69.6,0,
2016-02-23,14:45:00,heat,heatOff,,Home,78,73,73.2,29,36.2,15,0,0,0,,75.4,29,0,69.5,0,
2016-02-23,14:50:00,heat,heatOff,,Home,78,73,73.2,30,36.2,15,0,0,0,,74.9,30,0,69.4,0,
2016-02-23,14:55:00,heat,heatOff,,Home,78,73,73.5,29,36.2,15,0,0,0,,74.6,29,0,69.3,0,
2016-02-23,15:00:00,heat,heatOff,,Home,78,73,73.9,30,36,15,0,0,0,,74.3,30,0,69.2,0,
2016-02-23,15:05:00,heat,heatOff,,Home,78,73,73.8,31,36,15,0,0,0,,74.2,31,0,69.1,0,
2016-02-23,15:10:00,heat,heatOff,,Home,78,73,73,31,36,15,0,0,0,,74.1,31,0,68.9,0,
2016-02-23,15:15:00,heat,heatOff,,Home,78,73,72.4,30,36,15,0,210,210,,74,30,0,68.6,0,
2016-02-23,15:20:00,,,,,,,,,36,15,,,,,,,,,,
2016-02-23,15:25:00,,,,,,,,,36,15,,,,,,,,,,
2016-02-23,15:30:00,,,,,,,,,36.7,13,,,,,,,,,,
2016-02-23,15:35:00,,,,,,,,,36.7,13,,,,,,,,,,
2016-02-23,15:40:00,heat,heatOff,,Home,78,73,73.4,28,36.7,13,0,0,0,,76.7,28,0,69.4,0,
2016-02-23,15:45:00,heat,heatOff,,Home,78,73,72.7,28,36.7,13,0,15,15,,76.1,28,0,69.4,0,
2016-02-23,15:50:00,heat,heatStage1On,,Home,78,73,72.4,29,36.7,13,0,300,300,,75.4,29,0,69.4,0,
2016-02-23,15:55:00,,,,,,,,,36.7,13,,,,,,,,,,
2016-02-23,16:00:00,heat,heatOff,,Home,78,73,74.2,28,36.7,13,0,0,0,,76.7,28,0,69.5,0,
2016-02-23,16:05:00,heat,heatOff,,Home,78,73,72.7,28,36.7,13,0,0,0,,76.1,28,0,69.5,0,
2016-02-23,16:10:00,heat,heatOff,,Home,78,73,72.4,29,36.7,13,0,270,270,,75.4,29,0,69.4,0,
2016-02-23,16:15:00,heat,heatOff,,Home,78,73,73.8,28,36.7,13,0,0,0,,76.7,28,0,69.5,0,
2016-02-23,16:20:00,heat,heatOff,,Home,78,73,72.8,28,36.7,13,0,0,0,,76.1,28,0,69.6,0,
2016-02-23,16:25:00,heat,heatOff,,Home,78,73,72.4,29,36.7,13,0,240,240,,75.5,29,0,69.5,0,
2016-02-23,16:30:00,,,,,,,,,36.7,13,,,,,,,,,,
2016-02-23,16:35:00,,,,,,,,,36.7,13,,,,,,,,,,
2016-02-23,16:40:00,heat,heatOff,,Home,78,73,73.5,28,36.7,13,0,0,0,,76.5,28,0,69.5,0,
2016-02-23,16:45:00,heat,heatOff,,Home,78,73,72.8,28,36.7,13,0,0,0,,76.1,28,0,69.6,0,
2016-02-23,16:50:00,heat,heatOff,,Home,78,73,72.4,29,36.7,13,0,240,240,,75.5,29,0,69.5,0,
2016-02-23,16:55:00,,,,,,,,,36.7,13,,,,,,,,,,
2016-02-23,17:00:00,heat,heatOff,,Home,78,73,73.2,28,36.4,10,0,0,0,,76.7,28,0,69.5,0,
2016-02-23,17:05:00,heat,heatOff,,Home,78,73,72.9,28,36.4,10,0,0,0,,76.1,28,1,69.6,0,
2016-02-23,17:10:00,heat,heatOff,,Home,78,73,72.8,29,36.4,10,0,0,0,,75.3,29,1,69.7,0,
2016-02-23,17:15:00,heat,heatOff,,Home,78,73,72.7,29,36.4,10,0,0,0,,74.7,29,1,69.5,0,
2016-02-23,17:20:00,heat,heatOff,,Home,78,73,72.9,30,36.4,10,0,0,0,,74.4,30,1,69.4,0,
2016-02-23,17:25:00,heat,heatOff,,Home,78,73,73.2,30,36.4,10,0,0,0,,74.3,30,0,69.2,0,
2016-02-23,17:30:00,heat,heatOff,,Home,78,73,73.7,30,35.6,12,0,0,0,,74.2,30,0,69,0,
2016-02-23,17:35:00,heat,heatOff,,Home,78,73,74.1,30,35.6,12,0,0,0,,74.1,30,0,69,0,
2016-02-23,17:40:00,heat,heatOff,,Home,78,73,73.8,30,35.6,12,0,0,0,,73.8,30,0,69,0,
2016-02-23,17:45:00,heat,heatOff,,Home,78,73,73.6,31,35.6,12,0,0,0,,73.6,31,0,68.8,0,
2016-02-23,17:50:00,heat,heatOff,,Home,78,73,73.2,31,35.6,12,0,0,0,,73.4,31,0,68.7,0,
2016-02-23,17:55:00,heat,heatOff,,Home,78,73,72.4,31,35.6,12,0,180,180,,73.3,31,0,68.6,0,
2016-02-23,18:00:00,,,,,,,,,31.1,9,,,,,,,,,,
2016-02-23,18:05:00,,,,,,,,,31.1,9,,,,,,,,,,
2016-02-23,18:10:00,,,,,,,,,31.1,9,,,,,,,,,,
2016-02-23,18:15:00,heat,heatOff,,Home,78,73,73,28,31.1,9,0,0,0,,76.2,28,0,69.2,0,
2016-02-23,18:20:00,heat,heatOff,,Home,78,73,72.8,28,31.1,9,0,0,0,,75.4,28,1,69.3,0,
2016-02-23,18:25:00,heat,heatOff,,Home,78,73,72.6,30,31.1,9,0,0,0,,74.6,30,1,69.4,0,
2016-02-23,18:30:00,heat,heatStage1On,,Home,78,73,72.6,30,31.1,9,0,300,300,,74.2,30,1,69.2,0,
2016-02-23,18:35:00,heat,heatOff,,Home,78,73,73.4,29,31.1,9,0,0,45,,74.5,29,1,69.2,0,
2016-02-23,18:40:00,heat,heatOff,,Home,78,73,74,29,31.1,9,0,0,0,,74.5,29,1,69.1,0,
2016-02-23,18:45:00,heat,heatOff,,Home,78,73,74.2,30,31.1,9,0,0,0,,74.2,30,1,69,0,
2016-02-23,18:50:00,heat,heatOff,,Home,78,73,74,30,31.1,9,0,0,0,,74,30,0,68.9,0,
2016-02-23,18:55:00,heat,heatOff,,Home,78,73,74,30,31.1,9,0,0,0,,74,30,1,68.8,0,
2016-02-23,19:00:00,heat,heatOff,,Home,78,73,73.9,31,30.3,9,0,0,0,,73.9,31,1,68.7,0,
2016-02-23,19:05:00,heat,heatOff,,Home,78,73,73.7,31,30.3,9,0,0,0,,73.7,31,1,68.5,0,
2016-02-23,19:10:00,heat,heatOff,,Home,78,73,73.7,32,30.3,9,0,0,0,,73.7,32,1,68.4,0,
2016-02-23,19:15:00,heat,heatOff,,Home,78,73,73.7,31,30.3,9,0,0,0,,73.7,31,0,68.3,0,
2016-02-23,19:20:00,heat,heatOff,,Home,78,73,73.7,31,30.3,9,0,0,0,,73.7,31,0,68.3,0,
2016-02-23,19:25:00,heat,heatOff,,Home,78,73,73.7,32,30.3,9,0,0,0,,73.7,32,1,68.2,0,
2016-02-23,19:30:00,heat,heatOff,,Home,78,73,73.6,32,29.5,9,0,0,0,,73.6,32,0,68.1,0,
2016-02-23,19:35:00,heat,heatOff,,Home,78,73,73.4,32,29.5,9,0,0,0,,73.4,32,1,68,0,
2016-02-23,19:40:00,heat,heatOff,,Home,78,73,73.2,33,29.5,9,0,0,0,,73.2,33,1,67.9,0,
2016-02-23,19:45:00,heat,heatOff,,Home,78,73,73.2,34,29.5,9,0,0,0,,73.2,34,0,67.8,0,
2016-02-23,19:50:00,heat,heatOff,,Home,78,73,73.4,33,29.5,9,0,0,0,,73.4,33,0,67.7,0,
2016-02-23,19:55:00,heat,heatOff,,Home,78,73,73.4,33,29.5,9,0,0,0,,73.4,33,1,67.6,0,
2016-02-23,20:00:00,heat,heatOff,,Home,78,73,73.4,33,29,9,0,0,0,,73.4,33,0,67.6,0,
2016-02-23,20:05:00,heat,heatOff,,Home,78,73,73.3,33,29,9,0,0,0,,73.3,33,1,67.5,0,
2016-02-23,20:10:00,heat,heatOff,,Home,78,73,73.1,32,29,9,0,0,0,,73.1,32,1,67.4,0,
