Date,Time,SystemSetting,SystemMode,CalendarEvent,ProgramMode,CoolSetTemp,HeatSetTemp,CurrentTemp,CurrentHumidity,OutdoorTemp,WindSpeed,CoolStage1,HeatStage1,Fan,DMOffset,ThermostatTemperature,ThermostatHumidity,ThermostatMotion,Haiti,Haiti2
2016-03-01,08:05:00,heat,heatStage1On,(SmartRecovery),Sleep,80,67,69.3,29,31.4,6,0,300,300,,71,29,1,67.3,0,
2016-03-01,08:10:00,heat,heatStage1On,(SmartRecovery),Sleep,80,67,69.8,29,31.4,6,0,300,300,,71.4,29,0,67.5,0,
2016-03-01,08:15:00,heat,heatStage1On,(SmartRecovery),Sleep,80,67,70.4,29,31.4,6,0,300,300,,71.8,29,1,67.6,0,
2016-03-01,08:20:00,heat,heatStage1On,(SmartRecovery),Sleep,80,67,71.1,28,31.4,6,0,300,300,,72.1,28,1,68,0,
2016-03-01,08:25:00,heat,heatStage1On,(SmartRecovery),Sleep,80,67,71.5,28,31.4,6,0,300,300,,72.5,28,0,68.2,1,
2016-03-01,08:30:00,heat,heatStage1On,(SmartRecovery),Sleep,80,67,71.5,28,35.1,10,0,300,300,,72.8,28,0,68.5,1,
2016-03-01,08:35:00,heat,heatStage1On,(SmartRecovery),Sleep,80,67,71.5,28,35.1,10,0,300,300,,73.2,28,0,68.7,0,
2016-03-01,08:40:00,heat,heatStage1On,(SmartRecovery),Sleep,80,67,71.5,28,35.1,10,0,300,300,,73.5,28,0,68.9,0,
2016-03-01,08:45:00,heat,heatStage1On,(SmartRecovery),Sleep,80,67,71.6,28,35.1,10,0,300,300,,73.8,28,0,69.3,1,
2016-03-01,08:50:00,heat,heatStage1On,(SmartRecovery),Sleep,80,67,71.7,28,35.1,10,0,300,300,,74.1,28,0,69.4,1,
2016-03-01,08:55:00,heat,heatStage1On,(SmartRecovery),Sleep,80,67,71.7,28,35.1,10,0,300,300,,74.4,28,0,69.6,0,
2016-03-01,09:00:00,heat,heatStage1On,(SmartRecovery),Sleep,80,67,71.7,28,36.2,10,0,300,300,,74.8,28,0,69.8,0,
2016-03-01,09:05:00,heat,heatStage1On,(SmartRecovery),Sleep,80,67,71.6,28,36.2,10,0,300,300,,75.1,28,0,70,0,
2016-03-01,09:10:00,,,,,,,,,36.2,10,,,,,,,,,,
2016-03-01,09:15:00,heat,heatOff,,Sleep,80,67,73.5,27,36.2,10,0,0,0,,75.9,27,0,70.5,0,
2016-03-01,09:20:00,heat,heatOff,,Sleep,80,67,72.7,27,36.2,10,0,0,0,,75.6,27,0,70.5,0,
2016-03-01,09:25:00,heat,heatOff,,Sleep,79,70,72.7,28,36.2,10,0,0,0,,75.2,28,1,70.6,0,
2016-03-01,09:30:00,heat,heatOff,,Home,78,73,72.7,28,38.2,10,0,0,0,,74.8,28,1,70.5,0,
2016-03-01,09:35:00,heat,heatOff,,Home,78,73,72.7,29,38.2,10,0,0,0,,74.6,29,1,70.3,0,
2016-03-01,09:40:00,heat,heatOff,,Home,78,73,72.9,29,38.2,10,0,0,0,,74.5,29,1,70.1,0,
2016-03-01,09:45:00,heat,heatOff,,Home,78,73,73.2,30,38.2,10,0,0,0,,74.5,30,0,70.1,0,
2016-03-01,09:50:00,heat,heatOff,,Home,78,73,73.6,30,38.2,10,0,0,0,,74.5,30,1,69.9,0,
2016-03-01,09:55:00,heat,heatOff,,Home,78,73,74.1,29,38.2,10,0,0,0,,74.4,29,0,69.8,0,
2016-03-01,10:00:00,heat,heatOff,,Home,78,73,74.2,29,40,11,0,0,0,,74.2,29,0,69.7,0,
2016-03-01,10:05:00,heat,heatOff,,Home,78,73,74.2,29,40,11,0,0,0,,74.2,29,0,69.6,0,
2016-03-01,10:10:00,heat,heatOff,,Home,78,73,74.1,29,40,11,0,0,0,,74.1,29,0,69.5,0,
2016-03-01,10:15:00,heat,heatOff,,Home,78,73,74.1,29,40,11,0,0,0,,74.1,29,0,69.4,0,
2016-03-01,10:20:00,heat,heatOff,,Home,78,73,73.8,29,40,11,0,0,0,,74.1,29,0,69.4,0,
2016-03-01,10:25:00,heat,heatOff,,Home,78,73,73.2,29,40,11,0,0,0,,74.1,29,0,69.4,0,
2016-03-01,10:30:00,heat,heatOff,,Home,78,73,72.6,29,41.1,9,0,60,60,,74,29,0,69.3,0,
2016-03-01,10:35:00,heat,heatStage1On,,Home,78,73,72.2,29,41.1,9,0,300,300,,74,29,0,69.2,0,
2016-03-01,10:40:00,heat,heatStage1On,,Home,78,73,72.2,29,41.1,9,0,300,300,,74.4,29,0,69.2,0,
2016-03-01,10:45:00,heat,heatStage1On,,Home,78,73,72.3,29,41.1,9,0,300,300,,75,29,0,69.4,0,
2016-03-01,10:50:00,heat,heatStage1On,,Home,78,73,72.6,28,41.1,9,0,105,150,,75.6,28,0,69.7,0,
2016-03-01,10:55:00,heat,heatOff,,Home,78,73,72.8,28,41.1,9,0,0,0,,75.8,28,0,69.9,0,
2016-03-01,11:00:00,heat,heatOff,,Home,78,73,72.8,28,43.5,10,0,0,0,,75.7,28,0,69.9,0,
2016-03-01,11:05:00,heat,heatOff,,Home,78,73,72.6,29,43.5,10,0,0,0,,75.5,29,0,69.9,0,
2016-03-01,11:10:00,heat,heatOff,,Home,78,73,72.5,29,43.5,10,0,105,105,,75.3,29,0,69.8,0,
2016-03-01,11:15:00,heat,heatStage1On,,Home,78,73,72.5,29,43.5,10,0,300,300,,75.3,29,0,69.7,0,
2016-03-01,11:20:00,heat,heatStage1On,,Home,78,73,72.7,29,43.5,10,0,15,60,,75.6,29,0,69.9,0,
2016-03-01,11:25:00,heat,heatOff,,Home,78,73,72.9,29,43.5,10,0,0,0,,75.7,29,0,70.1,0,
2016-03-01,11:30:00,heat,heatOff,,Home,78,73,72.7,29,45.7,8,0,0,0,,75.6,29,0,70,0,
2016-03-01,11:35:00,heat,heatOff,,Home,78,73,72.6,29,45.7,8,0,0,0,,75.4,29,0,69.9,0,
2016-03-01,11:40:00,heat,heatOff,,Home,78,73,72.5,29,45.7,8,0,150,150,,75.2,29,0,69.9,0,
2016-03-01,11:45:00,heat,heatStage1On,,Home,78,73,72.5,29,45.7,8,0,300,300,,75.3,29,0,69.9,0,
2016-03-01,11:50:00,heat,heatStage1On,,Home,78,73,72.8,27,45.7,8,0,30,75,,75.7,27,0,69.9,0,
2016-03-01,11:55:00,heat,heatOff,,Home,78,73,73,28,45.7,8,0,0,0,,76,28,0,70.1,1,
2016-03-01,12:00:00,heat,heatOff,,Home,78,73,73,29,46.8,8,0,0,0,,76,29,1,70.1,1,
2016-03-01,12:05:00,heat,heatOff,,Home,78,73,73,29,46.8,8,0,0,0,,75.9,29,0,70.1,1,
2016-03-01,12:10:00,heat,heatOff,,Home,78,73,72.9,28,46.8,8,0,0,0,,75.8,28,0,70.1,0,
2016-03-01,12:15:00,heat,heatOff,,Home,78,73,72.9,28,46.8,8,0,0,0,,75.7,28,0,70.1,0,
2016-03-01,12:20:00,heat,heatOff,,Home,78,73,72.8,28,46.8,8,0,0,0,,75.6,28,0,70.1,0,
2016-03-01,12:25:00,heat,heatOff,,Home,78,73,72.7,28,46.8,8,0,0,0,,75.4,28,1,70,0,
2016-03-01,12:30:00,heat,heatOff,,Home,78,73,72.5,28,47.5,6,0,255,255,,75.2,28,1,69.9,1,
2016-03-01,12:35:00,heat,heatStage1On,,Home,78,73,72.6,28,47.5,6,0,240,285,,75.5,28,1,69.9,1,
2016-03-01,12:40:00,heat,heatOff,,Home,78,73,72.9,29,47.5,6,0,0,0,,75.9,29,0,70,0,
2016-03-01,12:45:00,heat,heatOff,,Home,78,73,73,28,47.5,6,0,0,0,,75.9,28,0,70.2,0,
2016-03-01,12:50:00,heat,heatOff,,Home,78,73,72.9,28,47.5,6,0,0,0,,75.8,28,1,70.1,0,
2016-03-01,12:55:00,heat,heatOff,,Home,78,73,72.9,28,47.5,6,0,0,0,,75.7,28,1,70.1,0,
2016-03-01,13:00:00,heat,heatOff,,Home,78,73,72.8,28,48.2,6,0,0,0,,75.5,28,0,70.1,1,
2016-03-01,13:05:00,heat,heatOff,,Home,78,73,72.7,28,48.2,6,0,0,0,,75.5,28,0,69.9,1,
2016-03-01,13:10:00,heat,heatOff,,Home,78,73,72.7,28,48.2,6,0,0,0,,75.6,28,0,70,0,
2016-03-01,13:15:00,heat,heatOff,,Home,78,73,72.8,28,48.2,6,0,0,0,,75.7,28,0,69.9,1,
2016-03-01,13:20:00,heat,heatOff,,Home,78,73,72.8,28,48.2,6,0,0,0,,75.7,28,1,69.9,1,
2016-03-01,13:25:00,heat,heatOff,,Home,78,73,72.8,28,48.2,6,0,0,0,,75.7,28,0,69.9,1,
2016-03-01,13:30:00,heat,heatOff,,Home,78,73,72.6,28,51.3,1,0,0,0,,75.6,28,1,69.7,0,
2016-03-01,13:35:00,heat,heatOff,,Home,78,73,72.6,28,51.3,1,0,0,0,,75.6,28,0,69.7,0,
2016-03-01,13:40:00,heat,heatOff,,Home,78,73,72.6,28,51.3,1,0,0,0,,75.5,28,0,69.7,0,
2016-03-01,13:45:00,heat,heatOff,,Home,78,73,72.5,28,51.3,1,0,180,180,,75.5,28,0,69.5,0,
2016-03-01,13:50:00,heat,heatStage1On,,Home,78,73,72.5,28,51.3,1,0,270,300,,75.7,28,0,69.5,0,
2016-03-01,13:55:00,heat,heatOff,,Home,78,73,72.8,28,51.3,1,0,0,15,,76.1,28,0,69.6,0,
2016-03-01,14:00:00,heat,heatOff,,Home,78,73,73.2,28,52,0,0,0,0,,76.3,28,0,69.8,0,
2016-03-01,14:05:00,heat,heatOff,,Home,78,73,73,27,52,0,0,0,0,,76.1,27,0,69.9,0,
2016-03-01,14:10:00,heat,heatOff,,Home,78,73,72.8,27,52,0,0,0,0,,75.7,27,0,69.9,0,
2016-03-01,14:15:00,heat,heatOff,,Home,78,73,72.7,28,52,0,0,0,0,,75.6,28,0,69.9,0,
2016-03-01,14:20:00,heat,heatOff,,Home,78,73,72.6,28,52,0,0,0,0,,75.5,28,0,69.7,0,
2016-03-01,14:25:00,heat,heatOff,,Home,78,73,72.5,29,52,0,0,75,75,,75.4,29,0,69.7,0,
2016-03-01,14:30:00,heat,heatStage1On,,Home,78,73,72.5,29,51.7,4,0,285,300,,75.5,29,0,69.7,0,
2016-03-01,14:35:00,heat,heatOff,,Home,78,73,72.7,29,51.7,4,0,0,30,,75.8,29,0,69.7,0,
2016-03-01,14:40:00,heat,heatOff,,Home,78,73,72.8,29,51.7,4,0,0,0,,75.9,29,0,69.8,0,
2016-03-01,14:45:00,heat,heatOff,,Home,78,73,72.8,29,51.7,4,0,0,0,,75.7,29,0,69.9,0,
2016-03-01,14:50:00,heat,heatOff,,Home,78,73,72.6,29,51.7,4,0,0,0,,75.6,29,0,69.7,0,
2016-03-01,14:55:00,heat,heatOff,,Home,78,73,72.5,29,51.7,4,0,165,165,,75.4,29,0,69.7,0,
2016-03-01,15:00:00,heat,heatStage1On,,Home,78,73,72.6,29,51,4,0,195,240,,75.6,29,0,69.7,0,
2016-03-01,15:05:00,heat,heatOff,,Home,78,73,72.9,29,51,4,0,0,0,,76,29,0,69.8,0,
2016-03-01,15:10:00,heat,heatOff,,Home,78,73,72.9,29,51,4,0,0,0,,75.9,29,0,69.9,0,
2016-03-01,15:15:00,heat,heatOff,,Home,78,73,72.8,29,51,4,0,0,0,,75.8,29,0,69.9,0,
2016-03-01,15:20:00,heat,heatOff,,Home,78,73,72.7,29,51,4,0,0,0,,75.7,29,0,69.7,0,
2016-03-01,15:25:00,heat,heatOff,,Home,78,73,72.6,29,51,4,0,0,0,,75.6,29,0,69.7,0,
2016-03-01,15:30:00,heat,heatOff,,Home,78,73,72.5,29,51.6,5,0,15,15,,75.5,29,0,69.6,0,
2016-03-01,15:35:00,heat,heatStage1On,,Home,78,73,72.5,29,51.6,5,0,300,300,,75.5,29,0,69.5,0,
2016-03-01,15:40:00,heat,heatStage1On,,Home,78,73,72.7,29,51.6,5,0,30,75,,75.8,29,0,69.7,0,
2016-03-01,15:45:00,heat,heatOff,,Home,78,73,73,29,51.6,5,0,0,0,,76.1,29,0,69.9,0,
2016-03-01,15:50:00,heat,heatOff,,Home,78,73,72.9,29,51.6,5,0,0,0,,75.9,29,0,69.8,0,
2016-03-01,15:55:00,heat,heatOff,,Home,78,73,72.7,29,51.6,5,0,0,0,,75.7,29,0,69.7,0,
2016-03-01,16:00:00,heat,heatOff,,Home,78,73,72.6,29,51.6,5,0,0,0,,75.6,29,0,69.7,0,
2016-03-01,16:05:00,heat,heatOff,,Home,78,73,72.6,29,51.6,5,0,0,0,,75.5,29,0,69.7,0,
2016-03-01,16:10:00,heat,heatOff,,Home,78,73,72.5,29,51.6,5,0,255,255,,75.4,29,0,69.7,0,
2016-03-01,16:15:00,heat,heatStage1On,,Home,78,73,72.7,29,51.6,5,0,75,120,,75.7,29,0,69.7,0,
2016-03-01,16:20:00,heat,heatOff,,Home,78,73,72.9,29,51.6,5,0,0,0,,76,29,0,69.9,0,
2016-03-01,16:25:00,heat,heatOff,,Home,78,73,72.8,29,51.6,5,0,0,0,,75.8,29,0,69.9,0,
2016-03-01,16:30:00,heat,heatOff,,Home,78,73,72.7,29,51.6,5,0,0,0,,75.8,29,0,69.8,0,
2016-03-01,16:35:00,heat,heatOff,,Home,78,73,72.7,29,51.6,5,0,0,0,,75.7,29,0,69.7,0,
2016-03-01,16:40:00,heat,heatOff,,Home,78,73,72.6,29,51.6,5,0,0,0,,75.5,29,0,69.7,0,
2016-03-01,16:45:00,heat,heatOff,,Home,78,73,72.6,29,51.6,5,0,0,0,,75.5,29,0,69.7,0,
2016-03-01,16:50:00,heat,heatStage1On,,Home,78,73,72.5,29,51.6,5,0,300,300,,75.4,29,0,69.7,0,
2016-03-01,16:55:00,heat,heatStage1On,,Home,78,73,72.8,29,51.6,5,0,30,75,,75.8,29,0,69.7,0,
2016-03-01,17:00:00,heat,heatOff,,Home,78,73,73,29,52.1,5,0,0,0,,76.1,29,0,69.9,0,
2016-03-01,17:05:00,heat,heatOff,,Home,78.4,71.4,72.9,29,52.1,5,0,0,0,,75.9,29,0,69.9,0,
2016-03-01,17:10:00,heat,heatOff,smartAway,Home,79,69,72.7,29,52.1,5,0,0,0,,75.6,29,0,69.8,0,
2016-03-01,17:15:00,heat,heatOff,smartAway,Home,79,69,72.5,29,52.1,5,0,0,0,,75.4,29,0,69.7,0,
2016-03-01,17:20:00,heat,heatOff,smartAway,Home,79,69,72.5,29,52.1,5,0,0,0,,75.3,29,0,69.7,0,
2016-03-01,17:25:00,heat,heatOff,smartAway,Home,79,69,72.4,29,52.1,5,0,0,0,,75.1,29,0,69.7,0,
2016-03-01,17:30:00,heat,heatOff,smartAway,Home,79,69,72.2,29,51.7,11,0,0,0,,75,29,0,69.6,0,
2016-03-01,17:35:00,heat,heatOff,smartAway,Home,79,69,72.2,29,51.7,11,0,0,0,,75,29,0,69.5,0,
2016-03-01,17:40:00,heat,heatOff,smartAway,Home,79,69,72.2,29,51.7,11,0,0,0,,74.9,29,0,69.5,0,
2016-03-01,17:45:00,heat,heatOff,smartAway,Home,79,69,72.2,29,51.7,11,0,0,0,,75,29,0,69.4,0,
2016-03-01,17:50:00,heat,heatOff,smartAway,Home,78.1,72.4,72.2,29,51.7,11,0,255,255,,75,29,0,69.4,0,
2016-03-01,17:55:00,heat,heatStage1On,,Home,78,73,72.8,30,51.7,11,0,120,165,,75.4,30,0,69.5,0,
2016-03-01,18:00:00,heat,heatOff,,Home,78,73,73.4,30,51.1,11,0,0,0,,75.7,30,1,69.7,0,
2016-03-01,18:05:00,heat,heatOff,,Home,78,73,73.8,30,51.1,11,0,0,0,,75.6,30,1,69.7,0,
2016-03-01,18:10:00,heat,heatOff,,Home,78,73,74.1,30,51.1,11,0,0,0,,75.4,30,1,69.7,0,
2016-03-01,18:15:00,heat,heatOff,,Home,78,73,74.6,30,51.1,11,0,0,0,,75.2,30,1,69.6,0,
2016-03-01,18:20:00,heat,heatOff,,Home,78,73,75,30,51.1,11,0,0,0,,75,30,0,69.5,0,
2016-03-01,18:25:00,heat,heatOff,,Home,78,73,74.6,30,51.1,11,0,0,0,,75,30,0,69.6,1,
2016-03-01,18:30:00,heat,heatOff,,Home,78,73,74,30,47.9,15,0,0,0,,75.1,30,0,69.7,1,
2016-03-01,18:35:00,heat,heatOff,,Home,78,73,73.4,29,47.9,15,0,0,0,,75.1,29,1,69.7,1,
2016-03-01,18:40:00,heat,heatOff,,Home,78,73,73,29,47.9,15,0,0,0,,75,29,1,69.7,1,
2016-03-01,18:45:00,,,,,,,,,47.9,15,,,,,,,,,,
2016-03-01,18:50:00,,,,,,,,,47.9,15,,,,,,,,,,
2016-03-01,18:55:00,,,,,,,,,47.9,15,,,,,,,,,,
2016-03-01,19:00:00,heat,heatOff,,Home,78,73,76.1,28,46.7,14,0,0,0,,76.6,28,0,70.3,0,
2016-03-01,19:05:00,heat,heatOff,,Home,78,73,73.3,29,46.7,14,0,0,0,,76.3,29,0,70.3,0,
2016-03-01,19:10:00,heat,heatOff,,Home,78,73,73,29,46.7,14,0,0,0,,75.9,29,0,70.3,0,
2016-03-01,19:15:00,heat,heatOff,,Home,78,73,72.8,29,46.7,14,0,0,0,,75.4,29,0,70.2,0,
2016-03-01,19:20:00,heat,heatOff,,Home,78,73,72.6,29,46.7,14,0,0,0,,75.2,29,1,70.1,0,
2016-03-01,19:25:00,heat,heatStage1On,,Home,78,73,72.4,29,46.7,14,0,300,300,,74.8,29,1,70,0,
2016-03-01,19:30:00,heat,heatStage1On,,Home,78,73,72.8,29,43.8,8,0,75,120,,75.2,29,1,69.9,0,
2016-03-01,19:35:00,heat,heatOff,,Home,78,73,73.4,29,43.8,8,0,0,0,,75.5,29,0,70.1,0,
2016-03-01,19:40:00,heat,heatOff,,Home,78,73,73.6,30,43.8,8,0,0,0,,75.2,30,1,70.3,0,
2016-03-01,19:45:00,heat,heatOff,,Home,78,73,73.7,30,43.8,8,0,0,0,,74.8,30,1,70.3,0,
2016-03-01,19:50:00,heat,heatOff,,Home,78,73,74.1,30,43.8,8,0,0,0,,74.7,30,0,70.2,0,
2016-03-01,19:55:00,heat,heatOff,,Home,78,73,74.5,30,43.8,8,0,0,0,,74.5,30,0,70.1,0,
2016-03-01,20:00:00,heat,heatOff,,Home,78,73,74.5,30,42.5,10,0,0,0,,74.5,30,1,70.1,0,
2016-03-01,20:05:00,heat,heatOff,,Home,78,73,74.4,30,42.5,10,0,0,0,,74.4,30,0,70.1,0,
2016-03-01,20:10:00,heat,heatOff,,Home,78,73,74.3,30,42.5,10,0,0,0,,74.3,30,0,70,0,
2016-03-01,20:15:00,heat,heatOff,,Home,78,73,74.2,30,42.5,10,0,0,0,,74.2,30,0,69.9,0,
2016-03-01,20:20:00,heat,heatOff,,Home,78,73,74.1,30,42.5,10,0,0,0,,74.1,30,0,69.8,0,
2016-03-01,20:25:00,heat,heatOff,,Home,78,73,74,30,42.5,10,0,0,0,,74,30,0,69.7,0,
2016-03-01,20:30:00,heat,heatOff,,Home,78,73,73.8,30,43.4,10,0,0,0,,73.9,30,0,69.7,0,
2016-03-01,20:35:00,heat,heatOff,,Home,78,73,73.3,30,43.4,10,0,0,0,,73.9,30,0,69.7,0,
2016-03-01,20:40:00,heat,heatOff,,Home,78,73,72.7,30,43.4,10,0,15,15,,73.8,30,0,69.5,0,
2016-03-01,20:45:00,heat,heatStage1On,,Home,78,73,72.5,30,43.4,10,0,300,300,,73.7,30,1,69.5,0,
2016-03-01,20:50:00,heat,heatOff,,Home,78,73,73.3,31,43.4,10,0,0,45,,74.2,31,1,69.6,0,
2016-03-01,20:55:00,heat,heatOff,,Home,78,73,74.1,31,43.4,10,0,0,0,,74.5,31,1,69.7,1,
2016-03-01,21:00:00,heat,heatOff,,Home,78,73,73.8,31,42.8,9,0,0,0,,74.3,31,1,69.7,1,
2016-03-01,21:05:00,heat,heatOff,,Home,78,73,73.1,31,42.8,9,0,0,0,,74.1,31,0,69.7,1,
2016-03-01,21:10:00,heat,heatOff,,Home,78,73,72.6,30,42.8,9,0,90,90,,73.9,30,0,69.7,1,
2016-03-01,21:15:00,,,,,,,,,42.8,9,,,,,,,,,,
2016-03-01,21:20:00,,,,,,,,,42.8,9,,,,,,,,,,
2016-03-01,21:25:00,heat,heatOff,,Home,78,73,74.6,28,42.8,9,0,0,0,,75.6,28,0,70.1,1,
2016-03-01,21:30:00,heat,heatOff,,Home,78,73,72.6,29,42.8,12,0,135,135,,75.2,29,0,70.1,1,
2016-03-01,21:35:00,heat,heatStage1On,,Home,78,73,72.3,29,42.8,12,0,300,300,,74.9,29,0,70.3,1,
2016-03-01,21:40:00,,,,,,,,,42.8,12,,,,,,,,,,
2016-03-01,21:45:00,heat,heatOff,,Home,78,73,75.5,28,42.8,12,0,0,0,,76,28,0,70.8,1,
2016-03-01,21:50:00,heat,heatOff,,Home,78,73,73,29,42.8,12,0,0,0,,75.5,29,1,70.8,1,
2016-03-01,21:55:00,heat,heatOff,,Home,78,73,72.7,29,42.8,12,0,0,0,,74.9,29,1,70.7,1,
2016-03-01,22:00:00,heat,heatOff,,Home,78,73,72.5,31,42.5,12,0,75,75,,74.6,31,0,70.6,1,
2016-03-01,22:05:00,heat,heatStage1On,,Home,78,73,72.5,31,42.5,12,0,300,300,,74.5,31,1,70.6,0,
2016-03-01,22:10:00,heat,heatStage1On,,Home,78,73,72.7,29,42.5,12,0,15,60,,74.9,29,0,70.6,0,
2016-03-01,22:15:00,,,,,,,,,42.5,12,,,,,,,,,,
2016-03-01,22:20:00,,,,,,,,,42.5,12,,,,,,,,,,
2016-03-01,22:25:00,,,,,,,,,42.5,12,,,,,,,,,,
2016-03-01,22:30:00,,,,,,,,,41.4,6,,,,,,,,,,
2016-03-01,22:35:00,,,,,,,,,41.4,6,,,,,,,,,,
2016-03-01,22:40:00,,,,,,,,,41.4,6,,,,,,,,,,
2016-03-01,22:45:00,,,,,,,,,41.4,6,,,,,,,,,,
2016-03-01,22:50:00,,,,,,,,,41.4,6,,,,,,,,,,
2016-03-01,22:55:00,,,,,,,,,41.4,6,,,,,,,,,,
2016-03-01,23:00:00,heat,heatOff,,Home,78,73,74.2,28,41.2,6,0,0,0,,76.5,28,0,70.5,0,
2016-03-01,23:05:00,heat,heatOff,,Home,78,73,73,28,41.2,6,0,0,0,,76.1,28,0,70.7,0,
2016-03-01,23:10:00,heat,heatOff,,Home,78,73,72.5,28,41.2,6,0,135,135,,75.5,28,0,70.8,1,
2016-03-01,23:15:00,,,,,,,,,41.2,6,,,,,,,,,,
2016-03-01,23:20:00,,,,,,,,,41.2,6,,,,,,,,,,
2016-03-01,23:25:00,,,,,,,,,41.2,6,,,,,,,,,,
2016-03-01,23:30:00,,,,,,,,,39.8,6,,,,,,,,,,
2016-03-01,23:35:00,heat,heatOff,,Sleep,80,67,75.2,30,39.8,6,0,0,0,,75.7,30,0,71.5,1,
2016-03-01,23:40:00,heat,heatOff,,Sleep,80,67,73.5,30,39.8,6,0,0,0,,75.6,30,1,71.5,1,
2016-03-01,23:45:00,heat,heatOff,,Sleep,80,67,73.3,30,39.8,6,0,0,0,,75.2,30,0,71.4,1,
2016-03-01,23:50:00,heat,heatOff,,Sleep,80,67,73.1,29,39.8,6,0,0,0,,75,29,0,71.3,0,
2016-03-01,23:55:00,heat,heatOff,,Sleep,80,67,72.9,29,39.8,6,0,0,0,,74.7,29,0,71.2,0,
2016-03-02,00:00:00,heat,heatOff,,Sleep,80,67,72.8,29,39.7,6,0,0,0,,74.6,29,0,71.1,0,
2016-03-02,00:05:00,heat,heatOff,,Sleep,80,67,72.6,30,39.7,6,0,0,0,,74.4,30,0,70.9,0,
2016-03-02,00:10:00,heat,heatOff,,Sleep,80,67,72.5,31,39.7,6,0,0,0,,74.3,31,0,70.8,0,
2016-03-02,00:15:00,heat,heatOff,,Sleep,80,67,72.2,30,39.7,6,0,0,0,,74.1,30,0,70.7,0,
2016-03-02,00:20:00,heat,heatOff,,Sleep,80,67,72.2,30,39.7,6,0,0,0,,74.1,30,0,70.6,0,
2016-03-02,00:25:00,heat,heatOff,,Sleep,80,67,72.2,30,39.7,6,0,0,0,,74,30,0,70.5,0,
2016-03-02,00:30:00,heat,heatOff,,Sleep,80,67,72.2,30,40.8,6,0,0,0,,74,30,0,70.5,0,
2016-03-02,00:35:00,heat,heatOff,,Sleep,80,67,72.1,30,40.8,6,0,0,0,,73.8,30,0,70.4,0,
2016-03-02,00:40:00,heat,heatOff,,Sleep,80,67,71.9,30,40.8,6,0,0,0,,73.6,30,0,70.3,0,
2016-03-02,00:45:00,heat,heatOff,,Sleep,80,67,71.8,30,40.8,6,0,0,0,,73.5,30,0,70.2,0,
2016-03-02,00:50:00,heat,heatOff,,Sleep,80,67,71.7,30,40.8,6,0,0,0,,73.4,30,0,70.1,0,
2016-03-02,00:55:00,heat,heatOff,,Sleep,80,67,71.6,30,40.8,6,0,0,0,,73.3,30,0,70.1,0,
2016-03-02,01:00:00,heat,heatOff,,Sleep,80,67,71.6,30,42,6,0,0,0,,73.1,30,0,70.1,0,
2016-03-02,01:05:00,heat,heatOff,,Sleep,80,67,71.4,30,42,6,0,0,0,,73,30,0,70,0,
2016-03-02,01:10:00,heat,heatOff,,Sleep,80,67,71.3,30,42,6,0,0,0,,73,30,0,69.8,0,
2016-03-02,01:15:00,heat,heatOff,,Sleep,80,67,71.3,30,42,6,0,0,0,,73,30,0,69.7,0,
2016-03-02,01:20:00,heat,heatOff,,Sleep,80,67,71.3,30,42,6,0,0,0,,73,30,0,69.7,0,
2016-03-02,01:25:00,heat,heatOff,,Sleep,80,67,71.2,30,42,6,0,0,0,,72.9,30,0,69.5,0,
2016-03-02,01:30:00,heat,heatOff,,Sleep,80,67,71.1,30,43.9,0,0,0,0,,72.7,30,0,69.5,0,
2016-03-02,01:35:00,heat,heatOff,,Sleep,80,67,71,30,43.9,0,0,0,0,,72.6,30,0,69.5,0,
2016-03-02,01:40:00,heat,heatOff,,Sleep,80,67,70.9,30,43.9,0,0,0,0,,72.4,30,0,69.4,0,
2016-03-02,01:45:00,heat,heatOff,,Sleep,80,67,70.9,30,43.9,0,0,0,0,,72.4,30,0,69.4,0,
2016-03-02,01:50:00,heat,heatOff,,Sleep,80,67,70.8,30,43.9,0,0,0,0,,72.3,30,0,69.4,0,
2016-03-02,01:55:00,heat,heatOff,,Sleep,80,67,70.7,30,43.9,0,0,0,0,,72.2,30,0,69.2,0,
2016-03-02,02:00:00,heat,heatOff,,Sleep,80,67,70.6,30,43.1,0,0,0,0,,72,30,0,69.2,0,
2016-03-02,02:05:00,heat,heatOff,,Sleep,80,67,70.4,30,43.1,0,0,0,0,,71.9,30,0,69,0,
2016-03-02,02:10:00,heat,heatOff,,Sleep,80,67,70.4,30,43.1,0,0,0,0,,71.8,30,0,69,0,
2016-03-02,02:15:00,heat,heatOff,,Sleep,80,67,70.3,30,43.1,0,0,0,0,,71.7,30,0,69,0,
2016-03-02,02:20:00,heat,heatOff,,Sleep,80,67,70.2,30,43.1,0,0,0,0,,71.5,30,0,69,0,
2016-03-02,02:25:00,heat,heatOff,,Sleep,80,67,70.1,30,43.1,0,0,0,0,,71.5,30,0,68.8,0,
2016-03-02,02:30:00,heat,heatOff,,Sleep,80,67,70.1,30,47.2,11,0,0,0,,71.5,30,0,68.8,0,
2016-03-02,02:35:00,heat,heatOff,,Sleep,80,67,70.1,30,47.2,11,0,0,0,,71.6,30,0,68.6,0,
2016-03-02,02:40:00,heat,heatOff,,Sleep,80,67,70.1,30,47.2,11,0,0,0,,71.6,30,0,68.6,0,
2016-03-02,02:45:00,heat,heatOff,,Sleep,80,67,70,30,47.2,11,0,0,0,,71.5,30,0,68.6,0,
